지번주소,도로명주소,사업장명,좌표정보(X),좌표정보(Y)
서울특별시 강남구 삼성동 166-6번지 ,서울특별시 강남구 봉은사로114길 42 (삼성동),미스터 돌쇠,205707.361,445550.6027
서울특별시 강남구 대치동 911-13번지 .지상1층 ,서울특별시 강남구 역삼로 452 (대치동.지상1층),행복,204941.0495,444443.7978
서울특별시 강남구 신사동 515-12 ,서울특별시 강남구 강남대로152길 29 (신사동),촌,201850.3676,446186.9557
서울특별시 강남구 청담동 132-3번지 청담상가 1층8호 ,서울특별시 강남구 학동로101길 33 (청담동청담상가 1층8호),월풍월,204939.3861,446688.3029
서울특별시 강남구 논현동 164-14 원창빌딩 ,서울특별시 강남구 학동로2길 56 원창빌딩 지상5층 (논현동),아오자이,202017.7656,445083.1904
서울특별시 강남구 역삼동 752-41 2층 2호,서울특별시 강남구 역삼로 133 지상2층 2호 (역삼동),오사카우동 강남점,202954.7972,443586.4014
서울특별시 강남구 논현동 242-47번지 ,서울특별시 강남구 선릉로127길 5 (논현동),도리토리본점,203585.5888,445921.9758
서울특별시 강남구 청담동 80-12번지 ,서울특별시 강남구 압구정로 434-3 지상1층 (청담동),코코모이,203862.4801,447126.9422
서울특별시 강남구 역삼동 826-37번지 ,서울특별시 강남구 테헤란로4길 46 제비122호 (역삼동),찌개마을,202619.0981,443688.6917
서울특별시 강남구 논현동 203-1번지 거평타운 지하121호 ,서울특별시 강남구 봉은사로 129 (논현동거평타운 지하121호),이장군 충무김밥,202425.73,444852.88
서울특별시 강남구 역삼동 817-34번지 지상3층 ,서울특별시 강남구 강남대로98길 14 (역삼동지상3층),가가린 철우 사주카페,202392.0046,444276.6357
서울특별시 강남구 역삼동 661-21번지 지상1층 101호,서울특별시 강남구 언주로103길 15 지상1층 101호 (역삼동),미장원,203361.6565,444915.1689
서울특별시 강남구 역삼동 826-37번지 쌍용플래티넘밸류 ,서울특별시 강남구 테헤란로4길 46 지하1층 B123호B124호 (역삼동 쌍용플래티넘밸류),청담돈가스,202619.0981,443688.6917
서울특별시 강남구 신사동 527-4 형지제2빌딩,서울특별시 강남구 압구정로 102 형지제2빌딩 지상1층 (신사동),오우야 에스프레소바,201668.7021,446681.3102
서울특별시 강남구 신사동 652-5,서울특별시 강남구 도산대로49길 6-5 지상1층 (신사동),다이브에스프레소클럽,203260.0825,446801.9064
서울특별시 강남구 논현동 163-17 상당빌딩 ,서울특별시 강남구 강남대로122길 15 상당빌딩 지상2층 (논현동),이자카야 소영,202066.6944,445103.8044
서울특별시 강남구 청담동 87 ,서울특별시 강남구 선릉로152길 10 지하1층 (청담동),만지,203496.5412,446867.267
서울특별시 강남구 역삼동 651-19 ,서울특별시 강남구 언주로107길 48 지상1층 102호 (역삼동),사시미651,203057.8547,444976.9404
서울특별시 강남구 신사동 555 ,서울특별시 강남구 논현로157길 55 지상1층 102호 (신사동),사케츠바사,202072.553,446507.4422
서울특별시 강남구 역삼동 708-1번지 ,서울특별시 강남구 테헤란로 328 지하1층 101호102호 (역삼동 동우빌딩),토종시골집,204142.44,444617.02
서울특별시 강남구 개포동 1237-16번지 ,서울특별시 강남구 논현로18길 15 지상1층 101호 (개포동),심야오뎅,204018.855,441757.35
서울특별시 강남구 역삼동 619번지 정암빌딩 ,서울특별시 강남구 봉은사로6길 38 지상2층 (역삼동 정암빌딩),이름없는 파스타 강남역점,202367.2785,444482.1152
서울특별시 강남구 도곡동 545-6번지 한성빌딩1층 ,서울특별시 강남구 도곡로 174 (도곡동한성빌딩1층),호미곶,203333.0265,443237.6692
서울특별시 강남구 도곡동 418-10번지 ,서울특별시 강남구 논현로38길 38-3 (도곡동),후포항,203915.466,442581.6219
서울특별시 강남구 수서동 502-1번지 ,서울특별시 강남구 광평로 220 (수서동),한단고기,208515.2783,442505.8904
서울특별시 강남구 역삼동 708-33번지 역삼동 벤처빌딩 ,서울특별시 강남구 테헤란로52길 21 역삼동 벤처빌딩 지하1층 B101호B102호중 일부 (역삼동),이치동,204222.8929,444524.8227
서울특별시 강남구 삼성동 40-8번지 지상1층101호 ,서울특별시 강남구 봉은사로59길 12 (삼성동지상1층101호),쇼헤이,203985.6376,445510.9665
서울특별시 강남구 역삼동 628-7번지 ,서울특별시 강남구 테헤란로25길 42 지상1층 (역삼동),이필녀국밥,203018.4318,444573.0873
서울특별시 강남구 신사동 657-11 ,서울특별시 강남구 선릉로157길 25 2층 (신사동),올리버,,
서울특별시 강남구 신사동 656-7번지 지상2층 ,서울특별시 강남구 선릉로155길 23-3 (신사동지상2층),이치에,203261.1046,447016.636
서울특별시 강남구 대치동 944-25번지 ,서울특별시 강남구 영동대로85길 38 지하1층 (대치동),하레이자카야,205285.4,444937.05
서울특별시 강남구 신사동 651-6,서울특별시 강남구 도산대로45길 8-7 지상1층 (신사동),미나미 하나레,203148.0901,446757.3716
서울특별시 강남구 신사동 651-5,서울특별시 강남구 도산대로45길 8-3 2층 (신사동),갓포아키 도산공원점,203133.7116,446751.5776
서울특별시 강남구 역삼동 831-3 지하1층 ,서울특별시 강남구 강남대로78길 8 지하1층 (역삼동 한국빌딩),이자카야나무(강남역2호점),202589.1316,443620.7611
서울특별시 강남구 역삼동 811번지 지상3층 ,서울특별시 강남구 봉은사로4길 17 지상3층 (역삼동),은하수[:天の河],202272.4415,444614.1052
서울특별시 강남구 대치동 948번지 ,서울특별시 강남구 영동대로 417 지하1층 4-1호 (대치동 오토웨이타워),로봇김밥 오토웨이점,205564.0906,444887.7416
서울특별시 강남구 신사동 517-25 ,서울특별시 강남구 도산대로11길 31-7 지하1층 102호 (신사동),콘유,201864.3225,446329.7305
서울특별시 강남구 신사동 514-9번지 지상1층 ,서울특별시 강남구 도산대로11길 5 (신사동지상1층),팔일삼,201901.6144,446176.2064
서울특별시 강남구 논현동 221-7 한양수자인 어반게이트,서울특별시 강남구 봉은사로29길 35 지하2층 B201호B202호 주방1호 (논현동 한양수자인 어반게이트),아키타,202894.2962,445277.7231
서울특별시 강남구 신사동 534-8번지 ,서울특별시 강남구 압구정로10길 35 지상1층 (신사동),도쿄수플레,201894.226,446565.1166
서울특별시 강남구 자곡동 662번지 ,서울특별시 강남구 자곡로 204-5 1층 105110호 (자곡동),소야지,209253.7183,441349.1659
서울특별시 강남구 신사동 525-19 지상1층 ,서울특별시 강남구 논현로175길 101 (신사동지상1층),야키토리 요이사,201801.9219,446716.8617
서울특별시 강남구 개포동 1237-16번지 ,서울특별시 강남구 논현로18길 15 지상1층 101호 (개포동),심야오뎅,204018.855,441757.35
서울특별시 강남구 신사동 524-28번지 ,서울특별시 강남구 압구정로10길 30-10 지하1층 (신사동),이자카야 한,201844.6354,446655.4017
서울특별시 강남구 신사동 578-2 지하1층 ,서울특별시 강남구 논현로175길 17 (신사동지하1층),아쿠아(Aqua),202339.4926,447059.7322
서울특별시 강남구 신사동 580-5번지 ,서울특별시 강남구 논현로175길 6 지상1.2층 (신사동),이코복스커피,202384.1769,447119.9383
서울특별시 강남구 역삼동 735-17번지 ,서울특별시 강남구 논현로85길 52 2층 205-1호 (역삼동 역삼푸르지오시티),스시산원(청),202905.3032,443996.9848
서울특별시 강남구 논현동 70-1 지하1층 ,서울특별시 강남구 언주로147길 9-3 (논현동지하1층),콘서트,202912.33,446391.535
서울특별시 강남구 신사동 535-17번지 지층 102호 ,서울특별시 강남구 도산대로13길 31-1 (신사동지층 102호),아카시아씨앤비,201937.2965,446416.7484
서울특별시 강남구 삼성동 149-4 ,서울특별시 강남구 봉은사로84길 22 지상1층 제101호 (삼성동),퍼플 케이터링,204873.5686,445525.0915
서울특별시 강남구 역삼동 827-14 ,서울특별시 강남구 테헤란로4길 35 지상1층 101호 (역삼동),텐카라멘,202644.3428,443773.6242
서울특별시 강남구 역삼동 645-3 ,서울특별시 강남구 논현로95길 29 1층 (역삼동),소돼지 불맛집,202907.8922,444399.6997
서울특별시 강남구 신사동 570-6 ,서울특별시 강남구 논현로163길 10 지하1층 (신사동),갓포준×에스테반,202346.5711,446887.468
서울특별시 강남구 대치동 944-25번지 ,서울특별시 강남구 영동대로85길 38 지하1층 (대치동),하레이자카야,205285.4,444937.05
서울특별시 강남구 역삼동 719-18 시티타워 ,서울특별시 강남구 언주로87길 24 시티타워 지하1층 (역삼동),작야,203557.913,444347.5528
서울특별시 강남구 신사동 657-5 ,서울특별시 강남구 압구정로48길 35 지상1층 102호 (신사동),토리카마(TORIKAMA),203208.8644,447096.715
서울특별시 강남구 압구정동 494 갤러리아백화점 ,서울특별시 강남구 압구정로 343 갤러리아백화점 명품관 West 지하1층 (압구정동),히비 압구정점,203470.8484,447369.5799
서울특별시 강남구 논현동 232-17 ,서울특별시 강남구 봉은사로37길 11 1층 (논현동),일언 족발,203162.7841,445202.1789
서울특별시 강남구 역삼동 830-54번지 지하1층 ,서울특별시 강남구 역삼로5길 6 (역삼동지하1층),물고기,202800.7685,443568.7667
서울특별시 강남구 청담동 32-2 ,서울특별시 강남구 학동로77길 19 지상1층 (청담동),스시원,204690.5505,444994.3842
서울특별시 강남구 논현동 98-12 가동 지하1층 ,서울특별시 강남구 언주로148길 14 가동 지하1층 (논현동),노네임,203121.2036,446464.38
서울특별시 강남구 대치동 891-26번지 지상1층102호 ,서울특별시 강남구 삼성로85길 42 (대치동지상1층102호),죠샌드위치포스코사거리점,204683.0565,444714.3227
서울특별시 강남구 논현동 108번지 ,서울특별시 강남구 학동로43길 38 지하1층 B107호 (논현동 논현웰스톤),요시야,203292.307,446247.5115
서울특별시 강남구 도곡동 515-4번지 1층 ,서울특별시 강남구 논현로 148 1층 (도곡동),한통,203713.858,442311.3119
서울특별시 강남구 논현동 163-17 상당빌딩 ,서울특별시 강남구 강남대로122길 15 상당빌딩 지상2층 (논현동),이자카야 소영,202066.6944,445103.8044
서울특별시 강남구 논현동 134 ,서울특별시 강남구 학동로18길 17 지상1층 (논현동),찌웅이네 숯불두마리치킨 강남점,,
서울특별시 강남구 수서동 502-1번지 ,서울특별시 강남구 광평로 220 (수서동),한단고기,208515.2783,442505.8904
서울특별시 강남구 신사동 654-14번지 지상1층 ,서울특별시 강남구 도산대로51길 18 (신사동지상1층),이자카야 인 뉴욕,203290.1948,446897.6263
서울특별시 강남구 청담동 128-23번지 ,서울특별시 강남구 압구정로79길 79 지상1층 (청담동),우랑,204668.4922,447097.841
서울특별시 강남구 신사동 515번지 (주)로터스가든 ,서울특별시 강남구 압구정로2길 59 (주)로터스가든 지상1층지상2층 (신사동),오레노 유메,201838.5101,446206.7096
서울특별시 강남구 논현동 10-7번지 동남빌딩 ,서울특별시 강남구 논현로149길 31 동남빌딩 1층 101-2호 (논현동),모노로그,202224.6874,446167.0544
서울특별시 강남구 개포동 1172 ,서울특별시 강남구 논현로6길 22 지상1층 102호 (개포동),라온,204465.3697,441279.3068
서울특별시 강남구 신사동 652-5,서울특별시 강남구 도산대로49길 6-5 지상1층 (신사동),다이브에스프레소클럽,203260.0825,446801.9064
서울특별시 강남구 대치동 996-16번지 육인빌딩 ,서울특별시 강남구 영동대로86길 17 육인빌딩 지하1층 (대치동),유키즈시,205718.6998,445123.514
서울특별시 강남구 일원동 628-6번지 1층 ,서울특별시 강남구 개포로128길 33 1층 (일원동),모퉁이,207378.8647,443440.0829
서울특별시 강남구 청담동 31-19번지 대유빌딩 지하1층 ,서울특별시 강남구 학동로77길 26 (청담동대유빌딩 지하1층),타비타비,204232.9612,446461.2605
서울특별시 강남구 대치동 930-0번지 리치캐슬1층 ,서울특별시 강남구 삼성로67길 13 (대치동리치캐슬1층),토로노,205091.0771,444295.1651
서울특별시 강남구 대치동 924-8번지 지상1층지상2층 ,서울특별시 강남구 도곡로63길 20 지상1층지상2층 (대치동),아리노마마,204715.6983,444024.8976
서울특별시 강남구 논현동 221-14,서울특별시 강남구 논현로 634 지상12층 (논현동),이자카야찬논현,202832.9569,445331.6505
서울특별시 강남구 신사동 524-28번지 ,서울특별시 강남구 압구정로10길 30-10 지하1층 (신사동),이자카야 한,201844.6354,446655.4017
서울특별시 강남구 청담동 19-19번지 ,서울특별시 강남구 선릉로148길 52 지하1층 (청담동),로바타 라이브라,203799.4573,446738.757
서울특별시 강남구 신사동 657-4,서울특별시 강남구 선릉로157길 27-4 지상1층 (신사동),하얀상회,203226.4658,447097.4071
서울특별시 강남구 역삼동 830-3 ,서울특별시 강남구 강남대로78길 30 지상1층 (역삼동),심가네칼국수 강남역본점,202735.1559,443680.6882
서울특별시 강남구 신사동 553-10번지 ,서울특별시 강남구 도산대로25길 47 지상1층 (신사동),오늘잡은 안동갈비,202198.3692,446700.1223
서울특별시 강남구 개포동 1237-16번지 ,서울특별시 강남구 논현로18길 15 지상1층 101호 (개포동),심야오뎅,204018.855,441757.35
서울특별시 강남구 신사동 644-15번지 ,서울특별시 강남구 언주로170길 28 지상2층 (신사동),사케리아 잇콘(SAKERIA-IKKON),203097.7387,447150.1933
서울특별시 강남구 역삼동 601-16 ,서울특별시 강남구 봉은사로4길 1 1층 (역삼동),미타우동 비스트로,202243.9999,444710.2442
서울특별시 강남구 신사동 654-14번지 지상1층 ,서울특별시 강남구 도산대로51길 18 (신사동지상1층),이자카야 인 뉴욕,203290.1948,446897.6263
서울특별시 강남구 신사동 654-14번지 지상1층 ,서울특별시 강남구 도산대로51길 18 (신사동지상1층),이자카야 인 뉴욕,203290.1948,446897.6263
서울특별시 강남구 역삼동 669-9 ,서울특별시 강남구 봉은사로30길 73 지상2층 3호 (역삼동),와타미 역삼직영점,203211.8592,444523.6939
서울특별시 강남구 도곡동 953-1번지 양재에스케이허브프리모 102111112호 ,서울특별시 강남구 강남대로 240 (도곡동양재에스케이허브프리모 102111112호),하츠코이 오카,202973.006,442568.8789
서울특별시 강남구 논현동 233-4 ,서울특별시 강남구 논현로114길 22 1층 1호 (논현동),호별관,203048.5461,445185.3222
서울특별시 강남구 삼성동 159-7번지 현대백화점 ,서울특별시 강남구 테헤란로 517 현대백화점 지상10층 2호 (삼성동),철그릴 무역점,205210.3588,445154.4223
서울특별시 강남구 신사동 657-5 ,서울특별시 강남구 압구정로48길 35 지상1층 102호 (신사동),토리카마(TORIKAMA),203208.8644,447096.715
서울특별시 강남구 논현동 190-3번지 ,서울특별시 강남구 논현로115길 17 (논현동),아지트,202724.7758,445154.1967
서울특별시 강남구 논현동 233-5 ,서울특별시 강남구 봉은사로33길 13 103호 (논현동),모토카레,203062.9794,445188.8857
서울특별시 강남구 역삼동 647-13 지하1층 ,서울특별시 강남구 테헤란로19길 5 (역삼동지하1층),요술 역삼점,202891.175,444245.675
서울특별시 강남구 신사동 657-5 ,서울특별시 강남구 압구정로48길 35 지상1층 102호 (신사동),토리카마(TORIKAMA),203208.8644,447096.715
서울특별시 강남구 신사동 555 ,서울특별시 강남구 논현로157길 55 지상1층 102호 (신사동),사케츠바사,202072.553,446507.4422
서울특별시 강남구 역삼동 642-1번지 역삼현대벤쳐텔 ,서울특별시 강남구 테헤란로25길 20 역삼현대벤쳐텔 지하1층 B102호 (역삼동),갓포돈,203081.1617,444381.1011
서울특별시 강남구 수서동 502-1번지 ,서울특별시 강남구 광평로 220 (수서동),한단고기,208515.2783,442505.8904
서울특별시 강남구 역삼동 825-24,서울특별시 강남구 강남대로84길 15 지하1층 105106107108호 (역삼동),도툼횟집,202562.7319,443869.2751
서울특별시 강남구 역삼동 831-3 지하1층 ,서울특별시 강남구 강남대로78길 8 지하1층 (역삼동 한국빌딩),이자카야나무(강남역2호점),202589.1316,443620.7611
서울특별시 강남구 대치동 1001-6번지 지하1층 ,서울특별시 강남구 영동대로86길 10 (대치동지하1층),록스플레이트,205670.4821,445065.7001
서울특별시 강남구 논현동 63-6 ,서울특별시 강남구 언주로149길 5 지상2층 (논현동),켈리 더 쿡(Kelly the cook),202910.1756,446473.4935
서울특별시 강남구 논현동 249-3번지 ,서울특별시 강남구 언주로 632 (논현동),유다까,203099.1823,445649.2085
서울특별시 강남구 신사동 511-8 지상1층 ,서울특별시 강남구 강남대로156길 22 (신사동지상1층),하나비카레,201780.9282,446229.4675
서울특별시 강남구 역삼동 836-1 지하1층 ,서울특별시 강남구 도곡로3길 22 (역삼동지하1층),히어로,202835.1093,443269.3616
서울특별시 강남구 신사동 503-2번지 ,서울특별시 강남구 강남대로 632 지상1층 (신사동),신의 곱창,201650.7872,446226.2777
서울특별시 강남구 신사동 559-16번지 지상 1층 ,서울특별시 강남구 논현로151길 26 (신사동지상 1층),월드맛집,202236.3247,446413.7901
서울특별시 강남구 도곡동 517-1 ,서울특별시 강남구 논현로30길 36 지상1층 (도곡동),도곡여울,203874.9505,442472.8853
서울특별시 강남구 신사동 613-5 캐럴라인타워 ,서울특별시 강남구 압구정로32길 11 캐럴라인타워 지상1층 107호 (신사동),코이라멘 압구정점,202601.2166,447186.6595
서울특별시 강남구 청담동 112-30번지 ,서울특별시 강남구 도산대로85길 35 지하1층 (청담동),지나살롱(Gina salon),204303.5027,447180.7367
서울특별시 강남구 역삼동 825-20 강남역 센트럴 푸르지오 시티 ,서울특별시 강남구 테헤란로4길 6 강남역 센트럴 푸르지오 시티 지하1층 B120호 (역삼동),도키메이테,202520.9722,443946.8329
서울특별시 강남구 청담동 49-5번지 ,서울특별시 강남구 도산대로 510 (청담동),하모,204250.9979,446861.0179
서울특별시 강남구 신사동 578-1번지 ,서울특별시 강남구 논현로175길 11 지상1층 (신사동),컴스고스(comesgoes),202368.8854,447078.0534
서울특별시 강남구 논현동 242-21 삼아프라자 ,서울특별시 강남구 선릉로129길 3-6 삼아프라자 1층 101호 (논현동),묵호일식,203552.5167,445969.4993
서울특별시 강남구 역삼동 776-18번지 지상1층104호 ,서울특별시 강남구 논현로68길 4 (역삼동지상1층104호),코페아,203500.9516,443584.8332
서울특별시 강남구 신사동 525-13 지상1층101102호 ,서울특별시 강남구 압구정로4길 13-13 (신사동지상1층101102호),르포트 13,201799.8716,446679.2061
서울특별시 강남구 삼성동 150-21번지 지상1층 ,서울특별시 강남구 삼성로104길 7 (삼성동지상1층),한탕,204811.7927,445410.9511
서울특별시 강남구 개포동 186-12번지 지상1층 ,서울특별시 강남구 개포로82길 7 지상1층 2호 (개포동),뻑꺼구이촌,205884.3741,442955.2669
서울특별시 강남구 역삼동 832-33번지 성우스타우스오피스텔 ,서울특별시 강남구 역삼로4길 16 성우스타우스오피스텔 지하1층 B06호 (역삼동),김충기 꽃삼겹,202762.269,443356.7877
서울특별시 강남구 신사동 652-5,서울특별시 강남구 도산대로49길 6-5 지상1층 (신사동),다이브에스프레소클럽,203260.0825,446801.9064
서울특별시 강남구 신사동 512-3 ,서울특별시 강남구 강남대로154길 16 1층 101호 (신사동),심퍼티쿠시 가로수길점,201746.8824,446157.5261
서울특별시 강남구 역삼동 635-5 ,서울특별시 강남구 테헤란로5길 36 지하1층 (역삼동),엘라(ELAH),202499.3993,444294.5293
서울특별시 강남구 역삼동 817-34번지 지상3층 ,서울특별시 강남구 강남대로98길 14 (역삼동지상3층),가가린 철우 사주카페,202392.0046,444276.6357
서울특별시 강남구 신사동 561-19 ,서울특별시 강남구 도산대로 153 지상19층 (신사동),텔러스 9.5,202159.7495,446291.2772
서울특별시 강남구 신사동 537-4 ,서울특별시 강남구 강남대로152길 46 지상2층 (신사동),레 부르주아,201962.8931,446217.2336
서울특별시 강남구 삼성동 108-0번지 ,서울특별시 강남구 봉은사로103길 8 (삼성동),노메,205389.8894,445882.9571
서울특별시 강남구 논현동 164번지 영동빌딩 ,서울특별시 강남구 강남대로 520 지상1층 109110호 (논현동),우기식당,201962.8388,445158.312
서울특별시 강남구 역삼동 825-24 ,서울특별시 강남구 강남대로84길 15 지하1층 B126호 (역삼동),박과장 떡볶이,202562.7319,443869.2751
서울특별시 강남구 역삼동 820-2 지상2층,서울특별시 강남구 테헤란로1길 17 (역삼동지상2층),수지상회 강남1호점,202372.3541,444139.6283
서울특별시 강남구 역삼동 742-22번지 도원빌딩 ,서울특별시 강남구 역삼로9길 28 도원빌딩 지하1층 1호 (역삼동),식정,202921.5171,443750.9416
서울특별시 강남구 논현동 75번지 ,서울특별시 강남구 도산대로30길 39 지하1층 (논현동),피헨[PEAHEN],202644.7428,446132.1955
서울특별시 강남구 역삼동 642-1번지 역삼현대벤쳐텔 ,서울특별시 강남구 테헤란로25길 20 역삼현대벤쳐텔 지하1층 B102호 (역삼동),갓포돈,203081.1617,444381.1011
서울특별시 강남구 신사동 657-17 ,서울특별시 강남구 선릉로155길 26 지상3층 (신사동),구들,203252.4898,447060.3607
서울특별시 강남구 도곡동 414-6번지 ,서울특별시 강남구 논현로34길 20 1층 102호 (도곡동),수닭도리,203789.0617,442484.874
서울특별시 강남구 신사동 657-41,서울특별시 강남구 선릉로155길 14 지하1층 104105호 (신사동),뉴아게,203343.124,447034.6686
서울특별시 강남구 역삼동 813-3 ,서울특별시 강남구 봉은사로4길 32 지하1층 (역삼동),이썸,202287.325,444507.6212
서울특별시 강남구 역삼동 700-14 ,서울특별시 강남구 언주로98길 12 지하1층 (역삼동),앨리스(Alice),203702.1535,444745.3627
서울특별시 강남구 역삼동 810-2번지 지상1층 ,서울특별시 강남구 봉은사로2길 15 (역삼동지상1층),까사생갈비,202224.1964,444601.9146
서울특별시 강남구 역삼동 817-34번지 지상3층 ,서울특별시 강남구 강남대로98길 14 (역삼동지상3층),가가린 철우 사주카페,202392.0046,444276.6357
서울특별시 강남구 역삼동 669-2번지 지상1층 ,서울특별시 강남구 논현로98길 12 지상1층 (역삼동),전봇대,203186.335,444612.58
서울특별시 강남구 역삼동 738-18 ,서울특별시 강남구 논현로85길 5-15 지상1층 (역삼동),센도수산,203181.5834,444017.8473
서울특별시 강남구 신사동 518-14 ,서울특별시 강남구 도산대로11길 31-8 지하1층 (신사동),유희,201854.3412,446349.2579
서울특별시 강남구 신사동 540-18번지 ,서울특별시 강남구 강남대로152길 69 지하 1층 (신사동),서울러,202118.1915,446321.7982
서울특별시 강남구 역삼동 747-14번지 ,서울특별시 강남구 논현로75길 7 지상1층 (역삼동),이도,203313.8734,443801.3537
서울특별시 강남구 삼성동 34-25번지 지상2층 ,서울특별시 강남구 선릉로 628 (삼성동지상2층),46 이너스 피자,203761.3374,445604.2973
서울특별시 강남구 논현동 158-36 ,서울특별시 강남구 학동로6길 55 1층 (논현동),논현오뎅,202314.6341,445209.3413
서울특별시 강남구 역삼동 817-34번지 지상3층 ,서울특별시 강남구 강남대로98길 14 (역삼동지상3층),가가린 철우 사주카페,202392.0046,444276.6357
서울특별시 강남구 신사동 559-10번지 ,서울특별시 강남구 도산대로23길 17 지하1층 (신사동),올데이피자(ALL DAY PIZZA),202225.7928,446435.7544
서울특별시 강남구 청담동 19-19번지 ,서울특별시 강남구 선릉로148길 52 지하1층 (청담동),로바타 라이브라,203799.4573,446738.757
서울특별시 강남구 역삼동 818-1 ,서울특별시 강남구 강남대로96길 12 B동 1층 (역삼동),크래프트한스강남,202405.4773,444167.8972
서울특별시 강남구 신사동 662-16 ,서울특별시 강남구 선릉로161길 15-3 지상1층 102호 (신사동),센자이료쿠,203390.317,447202.3699
서울특별시 강남구 삼성동 143-12번지 ,서울특별시 강남구 테헤란로77길 11-10 1층 (삼성동),애니홀,204671.1594,444985.8731
서울특별시 강남구 논현동 163-17 상당빌딩 ,서울특별시 강남구 강남대로122길 15 상당빌딩 지상2층 (논현동),이자카야 소영,202066.6944,445103.8044
서울특별시 강남구 대치동 924-8번지 지상1층지상2층 ,서울특별시 강남구 도곡로63길 20 지상1층지상2층 (대치동),아리노마마,204715.6983,444024.8976
