지번주소,도로명주소,사업장명,좌표정보(X),좌표정보(Y)
서울특별시 강남구 역삼동 810-3번지 지하1층 ,서울특별시 강남구 봉은사로2길 17 (역삼동지하1층),감성캠핑맥주,202229.3432,444590.1346
서울특별시 강남구 일원동 663-4번지 지상1층 ,서울특별시 강남구 일원로3길 48 지상1층 (일원동),김준석꼬치,207346.0408,443344.6186
서울특별시 강남구 삼성동 151-23 지상1층 ,서울특별시 강남구 삼성로104길 8 (삼성동지상1층),신사골감자탕 삼성점,204822.3516,445386.4134
서울특별시 강남구 논현동 165-17 ,서울특별시 강남구 봉은사로1길 39 1층 101102호 (논현동),유로포차,202046.303,445003.4397
서울특별시 강남구 논현동 184-29,서울특별시 강남구 봉은사로1길 18 지상2층 (논현동),브이로그,202124.9891,444866.3105
서울특별시 강남구 도곡동 416-1 ,서울특별시 강남구 논현로38길 26 (도곡동),오늘와인한잔 매봉역점,203794.93,442565.8956
서울특별시 강남구 역삼동 810-3번지 지하1층 ,서울특별시 강남구 봉은사로2길 17 (역삼동지하1층),감성캠핑맥주,202229.3432,444590.1346
서울특별시 강남구 역삼동 683-36번지 지상2층 ,서울특별시 강남구 선릉로 551 (역삼동지상2층),감자바우,203944.06,445068.045
서울특별시 강남구 대치동 890-38번지 ,서울특별시 강남구 테헤란로70길 16 지상1층 B-2호 (대치동),소노식당,204647.4212,444687.5061
서울특별시 강남구 역삼동 817-34번지 지상3층 ,서울특별시 강남구 강남대로98길 14 (역삼동지상3층),가가린 철우 사주카페,202392.0046,444276.6357
서울특별시 강남구 역삼동 817-21 지상1층 ,서울특별시 강남구 강남대로96길 17 (역삼동지상1층),용용선생 강남역점,202441.5187,444214.652
서울특별시 강남구 역삼동 722 경남아파트 ,서울특별시 강남구 언주로85길 13 상가동 지상1층 113호 (역삼동 경남아파트),부엉이제면소,203671.6457,444263.0752
서울특별시 강남구 신사동 652-5,서울특별시 강남구 도산대로49길 6-5 지상1층 (신사동),다이브에스프레소클럽,203260.0825,446801.9064
서울특별시 강남구 역삼동 832-33번지 성우스타우스오피스텔 ,서울특별시 강남구 역삼로4길 16 성우스타우스오피스텔 지하1층 B06호 (역삼동),김충기 꽃삼겹,202762.269,443356.7877
서울특별시 강남구 역삼동 776-18번지 지상1층104호 ,서울특별시 강남구 논현로68길 4 (역삼동지상1층104호),코페아,203500.9516,443584.8332
서울특별시 강남구 논현동 165-16 호서빌딩 ,서울특별시 강남구 봉은사로1길 37 호서빌딩 2층 (논현동),엔틱정 강남논현점,202051.1112,444990.887
서울특별시 강남구 대치동 896-43 ,서울특별시 강남구 선릉로86길 44 지상1층2층 (대치동),용용선생 선릉점,204641.1513,444641.6056
서울특별시 강남구 신사동 536번지 ,서울특별시 강남구 강남대로156길 46 지상23층 (신사동),회장님댁(신사점),201928.7222,446309.7394
서울특별시 강남구 삼성동 49-11 세창빌딩 ,서울특별시 강남구 봉은사로 467 세창빌딩 지상1층 (삼성동),앙마꼬치,204406.059,445593.1006
서울특별시 강남구 신사동 663-2 ,서울특별시 강남구 압구정로50길 25 지상1층 (신사동),동굴,203285.4275,447152.4058
서울특별시 강남구 역삼동 735-17번지 ,서울특별시 강남구 논현로85길 52 2층 205-1호 (역삼동 역삼푸르지오시티),스시산원(청),202905.3032,443996.9848
서울특별시 강남구 신사동 541-17 ,서울특별시 강남구 가로수길 10 지상2층 (신사동),막이오름 가로수길점,202002.6264,446261.5042
서울특별시 강남구 역삼동 809-2 ,서울특별시 강남구 봉은사로2길 10 지하1층 (역삼동),오술차 강남역점,202184.184,444638.0553
서울특별시 강남구 일원동 663-4번지 지상1층 ,서울특별시 강남구 일원로3길 48 지상1층 (일원동),김준석꼬치,207346.0408,443344.6186
서울특별시 강남구 청담동 118-7 플럭서스 빌딩 ,서울특별시 강남구 압구정로 455 플럭서스 빌딩 지상6층 (청담동),명월당,204077.9248,447066.7996
서울특별시 강남구 신사동 642-18,서울특별시 강남구 압구정로48길 36-2 지상1층2층 (신사동),난동,203170.8003,447107.7636
서울특별시 강남구 대치동 897-13 ,서울특별시 강남구 선릉로86길 10 지상2층 (대치동),연더그레이,204411.8613,444539.629
서울특별시 강남구 신사동 616-2 우미빌딩 ,서울특별시 강남구 압구정로 224 우미빌딩 지상1층 112호 113호 115호 (신사동),원주추어탕,202772.9683,447366.5394
서울특별시 강남구 논현동 182-24 석광빌딩,서울특별시 강남구 강남대로118길 21 석광빌딩 지상2층 (논현동),판판서양주점,202146.8961,444970.2089
서울특별시 강남구 논현동 163-17 상당빌딩,서울특별시 강남구 강남대로122길 15 상당빌딩 지상1층 101호 (논현동),우슴,202066.6944,445103.8044
서울특별시 강남구 역삼동 699-8번지 ,서울특별시 강남구 언주로98길 11 지상1층 (역삼동),접객,203714.5098,444766.0601
서울특별시 강남구 신사동 662-15,서울특별시 강남구 선릉로161길 15 1층 (신사동),와일드버팔로,203395.4253,447220.441
서울특별시 강남구 대치동 936-31 ,서울특별시 강남구 선릉로 310 (대치동),전가 BY 서초집,204614.1344,443913.7782
서울특별시 강남구 세곡동 615 드림하이 오피스텔,서울특별시 강남구 헌릉로569길 21-30 드림하이 오피스텔 지상1층 107호108호 (세곡동),나와,208829.0585,440468.0969
서울특별시 강남구 대치동 945-22번지 ,서울특별시 강남구 영동대로85길 20-5 (대치동),봉남이네,205386.1735,445008.1309
서울특별시 강남구 신사동 666-20 지상1층101호 ,서울특별시 강남구 도산대로53길 10 (신사동지상1층101호),모시모시,203331.1113,446835.9987
서울특별시 강남구 논현동 163-2번지 1층 ,서울특별시 강남구 강남대로124길 12 1층 (논현동),대동집 서울논현점,202018.9604,445181.7548
서울특별시 강남구 도곡동 517-5번지 1층 ,서울특별시 강남구 논현로30길 32 (도곡동1층),국빈,203866.8818,442460.5904
서울특별시 강남구 논현동 118-21번지 ,서울특별시 강남구 학동로53길 3-10 지상2층 (논현동),루이스카페,203423.7122,446101.8107
서울특별시 강남구 신사동 534-22,서울특별시 강남구 강남대로160길 49 지상2층 (신사동),신사몽,201929.3036,446494.4665
서울특별시 강남구 신사동 649-7번지 아크로스 빌딩 ,서울특별시 강남구 언주로164길 24 아크로스 빌딩 지상5층 (신사동),임프레션,203067.3007,447014.371
서울특별시 강남구 삼성동 154번지 ,서울특별시 강남구 테헤란로83길 36 지상1층 (삼성동),라이언위스키,204967.3726,445285.5471
서울특별시 강남구 신사동 664-8 삼희빌딩 ,서울특별시 강남구 선릉로 837 삼희빌딩 지하1층 (신사동),베이스먼트원,203471.5172,447181.18
서울특별시 강남구 역삼동 837-18 서희스타힐스오피스텔 ,서울특별시 강남구 도곡로3길 19 서희스타힐스오피스텔 지상1층 108호 (역삼동),블리스 버거 뱅뱅사거리점,,
서울특별시 강남구 논현동 6 보코서울강남(가족호텔) ,서울특별시 강남구 도산대로 144 보코서울강남(가족호텔) 지하12층 (논현동),용창산업(주) 보코서울강남,202108.4338,446160.6182
서울특별시 강남구 논현동 164 ,서울특별시 강남구 강남대로 520 지상1층 105호 (논현동),노가리슈퍼,201962.8388,445158.312
서울특별시 강남구 논현동 114-13번지 ,서울특별시 강남구 학동로41길 14 (논현동),안방,203144.806,446081.0478
서울특별시 강남구 삼성동 154번지 ,서울특별시 강남구 테헤란로83길 36 지상1층 (삼성동),라이언위스키,204967.3726,445285.5471
서울특별시 강남구 청담동 93-13 EMPRESS빌딩,서울특별시 강남구 도산대로67길 13-3 EMPRESS빌딩 지하1층 (청담동),먼데이투선데이,203831.5146,446953.274
서울특별시 강남구 대치동 945-16번지 지하1층 ,서울특별시 강남구 영동대로85길 18 (대치동지하1층),한울타리,205430.8832,444996.2728
서울특별시 강남구 역삼동 817-34번지 지상3층 ,서울특별시 강남구 강남대로98길 14 (역삼동지상3층),가가린 철우 사주카페,202392.0046,444276.6357
서울특별시 강남구 역삼동 669-9 ,서울특별시 강남구 봉은사로30길 73 지상2층 6호 (역삼동),쏘딜리셔스 키친,203211.8592,444523.6939
서울특별시 강남구 대치동 901-23 ,서울특별시 강남구 삼성로81길 43 지상2층 3호 (대치동),실하다 푸드 Lab 대치,204729.8538,444596.8721
서울특별시 강남구 논현동 241-16 지상1층,서울특별시 강남구 학동로50길 7 (논현동지상1층),본스치킨,203472.0061,446003.9858
서울특별시 강남구 신사동 519-13번지 ,서울특별시 강남구 강남대로160길 42 3층 (신사동),시그니처,201881.8245,446457.7015
서울특별시 강남구 신사동 561-8번지 ,서울특별시 강남구 도산대로17길 10 1층 (신사동),모던오뎅,202134.1208,446353.0237
서울특별시 강남구 대치동 896-47번지 지하1층 ,서울특별시 강남구 선릉로86길 44-5 (대치동지하1층),요리가 있는 술집,204672.8252,444616.1071
서울특별시 강남구 논현동 112-14번지 지상1층 ,서울특별시 강남구 선릉로131길 18 (논현동지상1층),풍산뜰,203422.6988,446154.6053
서울특별시 강남구 신사동 588-21 ,서울특별시 강남구 도산대로 217 13층 (신사동),뷰,202630.825,446511.985
서울특별시 강남구 논현동 225-6 논현 아이파크,서울특별시 강남구 언주로 615 논현 아이파크 103동 지하1층 B132호 (논현동),아프릴로,203108.3618,445369.4291
서울특별시 강남구 신사동 620-3 지상1층,서울특별시 강남구 압구정로36길 22 (신사동지상1층),웨스턴차이나,202708.7689,447212.2191
서울특별시 강남구 논현동 97-26 ,서울특별시 강남구 언주로150길 14 지하2층 1호 (논현동),리움,203069.2121,446531.9041
서울특별시 강남구 논현동 95-16번지 지하1층 ,서울특별시 강남구 도산대로50길 13 (논현동 지하1층),플라워,203262.2602,446597.0724
서울특별시 강남구 신사동 525-19번지 ,서울특별시 강남구 논현로175길 101 (신사동),챕터1(Chapter1),201801.9219,446716.8617
서울특별시 강남구 역삼동 752-53번지 지상1층 ,서울특별시 강남구 역삼로 129 지상1층 (역삼동),에키야(역삼점),202922.8148,443574.474
서울특별시 강남구 신사동 656-1 ,서울특별시 강남구 선릉로155길 27 지상2층 (신사동),지세븐(G 7),203228.0616,447044.0511
서울특별시 강남구 논현동 268-10 ,서울특별시 강남구 봉은사로51길 20 지상1층 (논현동),티스파,203705.6304,445468.9943
서울특별시 강남구 신사동 655-6 ,서울특별시 강남구 도산대로53길 29 지하1층 (신사동),판,203350.034,446990.37
서울특별시 강남구 삼성동 144-14 채널리저브 ,서울특별시 강남구 삼성로 517 지상1층 104호 (삼성동 채널리저브),숫돌,204828.1804,445089.6729
서울특별시 강남구 도곡동 467-29번지 타워3차S동스포츠센타지상1층 ,서울특별시 강남구 언주로30길 26 지상1층 (도곡동 타워3차동스포츠센타),야마모도스시,204602.5634,442794.5745
서울특별시 강남구 삼성동 150-21번지 지상1층 ,서울특별시 강남구 삼성로104길 7 (삼성동지상1층),한탕,204811.7927,445410.9511
서울특별시 강남구 역삼동 826-37번지 쌍용플래티넘밸류 지하1층 125호 ,서울특별시 강남구 테헤란로4길 46 (역삼동쌍용플래티넘밸류 지하1층 125호),아트스시,202619.0981,443688.6917
서울특별시 강남구 역삼동 619-30 선영빌딩1층,서울특별시 강남구 봉은사로18길 90 (역삼동선영빌딩1층),한라맥주 강남점,202379.9568,444295.9247
서울특별시 강남구 역삼동 635-5 ,서울특별시 강남구 테헤란로5길 36 지하1층 (역삼동),엘라(ELAH),202499.3993,444294.5293
서울특별시 강남구 역삼동 817-15 지하1층 ,서울특별시 강남구 테헤란로1길 28-6 지하층 (역삼동),나즈드라비,202404.8402,444226.5484
서울특별시 강남구 논현동 230-18번지 ,서울특별시 강남구 언주로113길 16 (논현동),금보성,203111.9923,445234.6523
서울특별시 강남구 역삼동 818-1 ,서울특별시 강남구 강남대로96길 12 B동 1층 (역삼동),크래프트한스강남,202405.4773,444167.8972
서울특별시 강남구 신사동 544-22번지 ,서울특별시 강남구 도산대로17길 33 지상1층 (신사동),미켈러바코리아,202047.0367,446511.688
서울특별시 강남구 삼성동 159 코엑스 ,서울특별시 강남구 영동대로 513 코엑스 지상1층 (삼성동),데블스도어 코엑스점,205130.5917,445590.0968
서울특별시 강남구 역삼동 637-29 ,서울특별시 강남구 테헤란로19길 21 지하1층 (역삼동),블루밍,202852.1699,444358.7199
서울특별시 강남구 신사동 514-4 ,서울특별시 강남구 강남대로152길 28 지하1층 (신사동),세로수맥주창고,201849.4599,446154.746
서울특별시 강남구 대치동 896-34번지 ,서울특별시 강남구 선릉로86길 40 2층 (대치동),88노가리 선릉점,204610.1685,444628.6712
서울특별시 강남구 신사동 644-10번지 ,서울특별시 강남구 언주로168길 23 2층 (신사동),구월당,203068.9265,447112.4482
서울특별시 강남구 신사동 660-8 ,서울특별시 강남구 압구정로 334 지상1층 110호 (신사동),노가리슈퍼 압구정로데오점,203293.5726,447323.7373
서울특별시 강남구 삼성동 158-4번지 ,서울특별시 강남구 테헤란로83길 14 1층 106호 (삼성동 삼성역두산위브센티움),칼리가리박사의밀실 삼성,205048.4068,445141.2451
서울특별시 강남구 논현동 164-14 원창빌딩 ,서울특별시 강남구 학동로2길 56 원창빌딩 1층 103호 (논현동),오늘맥주한잔,202017.7656,445083.1904
서울특별시 강남구 자곡동 619,서울특별시 강남구 자곡로3길 21 상가3동 지2층 비207호 (자곡동 엘에이치강남힐스테이트),강남호프,207775.5316,441014.8109
서울특별시 강남구 신사동 660-8 ,서울특별시 강남구 압구정로 334 지상1층 110호 (신사동),노가리슈퍼 압구정로데오점,203293.5726,447323.7373
서울특별시 강남구 논현동 242-7번지 지상2층 ,서울특별시 강남구 선릉로129길 15 지상2층 (논현동),오비어,203493.4698,445974.2721
서울특별시 강남구 대치동 889-72 지하1층 ,서울특별시 강남구 선릉로86길 17 (대치동지하1층),펀앤드펍 & 스파게티스토리,204446.3106,444593.1462
서울특별시 강남구 논현동 143-9번지 지상1층 ,서울특별시 강남구 강남대로124길 3-9 지상1층 (논현동),비어라이제,201948.1217,445234.6337
서울특별시 강남구 도곡동 902-2 ,서울특별시 강남구 남부순환로363길 16 지상1층 108호 (도곡동),더펍사운드온 양재도곡점,203304.6845,442693.0391
서울특별시 강남구 청담동 68-15번지 ,서울특별시 강남구 학동로97길 36-4 1층 (청담동),더제이케이키친박스 청담점,204794.6383,446662.8606
서울특별시 강남구 신사동 657-32번지 ,서울특별시 강남구 도산대로51길 40 지상3층 302호 (신사동),겜지노,203315.2613,447057.3622
서울특별시 강남구 대치동 989-10번지 ,서울특별시 강남구 도곡로84길 6 2층 202호 (대치동),언플러그드,205456.995,444083.625
서울특별시 강남구 청담동 18-23번지 ,서울특별시 강남구 도산대로66길 13 지상1층 (청담동),오젠,203856.7969,446723.6071
서울특별시 강남구 논현동 193-9 ,서울특별시 강남구 봉은사로25길 15 지상1층 (논현동),한가김밥,202772.8041,445101.6292
서울특별시 강남구 논현동 183-2 ,서울특별시 강남구 강남대로118길 14 3층 (논현동),헌터스 홀덤펍 신논현,202120.7355,444915.3848
서울특별시 강남구 역삼동 696-2번지 지상1층 ,서울특별시 강남구 테헤란로53길 18 (역삼동지상1층),레드비틀,204066.4691,444824.9453
서울특별시 강남구 청담동 84-19 청담SM빌딩 ,서울특별시 강남구 선릉로160길 7 청담SM빌딩 지상2층 (청담동),시즈너 랩,203546.5609,447125.0485
서울특별시 강남구 역삼동 726-9번지 ,서울특별시 강남구 논현로80길 9 지하1층 (역삼동),언더씨유,203386.6121,444001.8854
서울특별시 강남구 논현동 242-7번지 지상2층 ,서울특별시 강남구 선릉로129길 15 지상2층 (논현동),오비어,203493.4698,445974.2721
서울특별시 강남구 삼성동 149-26번지 지상1층 ,서울특별시 강남구 삼성로104길 11 (삼성동지상1층),본투비,204846.5017,445425.7242
서울특별시 강남구 대치동 891-48번지 돌채타워지상2층 ,서울특별시 강남구 테헤란로78길 14-11 (대치동돌채타워지상2층),몰타참치,204765.635,444751.96
서울특별시 강남구 논현동 242-9번지 지하1층 ,서울특별시 강남구 선릉로129길 13 지하1층 (논현동),맥주창고플러스,203510.7218,445983.106
서울특별시 강남구 도곡동 91-5번지 동관 제01호 ,서울특별시 강남구 남부순환로 2803 (도곡동동관 제01호),비어캐슬,204409.7056,443065.5495
서울특별시 강남구 논현동 118-4 ,서울특별시 강남구 선릉로131길 11 지상1층 101호 (논현동),해거름,203452.2684,446132.6146
서울특별시 강남구 논현동 144-0번지 신도빌딩 지상3층 ,서울특별시 강남구 강남대로128길 10 (논현동신도빌딩 지상3층),쭈꾸미 한상,201972.4365,445286.1897
서울특별시 강남구 신사동 664-8 삼희빌딩 ,서울특별시 강남구 선릉로 837 삼희빌딩 지하1층 (신사동),베이스먼트원,203471.5172,447181.18
서울특별시 강남구 삼성동 158-7,서울특별시 강남구 삼성로92길 23 (삼성동),와바삼성1호점,205080.4551,445113.6788
서울특별시 강남구 삼성동 170-7,서울특별시 강남구 테헤란로107길 6 1층 (삼성동 두양빌딩),봉구비어 삼성동점,205732.7225,445340.6889
서울특별시 강남구 논현동 66-6,서울특별시 강남구 도산대로30길 16 지상1층 (논현동),키친드로우,202542.4018,446295.0869
서울특별시 강남구 논현동 161-7번지 ,서울특별시 강남구 강남대로124길 30 지상1층 104호 (논현동),영동주간,202133.8084,445223.4874
서울특별시 강남구 역삼동 837-7번지 ,서울특별시 강남구 강남대로62길 7 (역삼동),치어스(뱅뱅사거리점),202771.8753,443142.4321
서울특별시 강남구 개포동 186-8번지 지상1층105호 ,서울특별시 강남구 개포로82길 9-17 지상1층 105호 (개포동),노가리청춘,205986.1266,442985.9148
서울특별시 강남구 역삼동 839-4번지 지상1층 104호 ,서울특별시 강남구 강남대로62길 30 지상1층 104호 (역삼동),칸꼬시,202940.3345,443174.1945
서울특별시 강남구 논현동 88-4번지 ,서울특별시 강남구 논현로132길 24 (논현동),베이직피자,202792.5597,445881.0737
서울특별시 강남구 논현동 6-17 ES힐스,서울특별시 강남구 도산대로24길 4 지하1층 B101호 (논현동 ES힐스),겨울바다,202257.3172,446246.0103
서울특별시 강남구 대치동 894,서울특별시 강남구 삼성로85길 33 지상1층 103호 (대치동),선릉 주민센타,204776.5483,444677.643
서울특별시 강남구 신사동 518-12번지 지상1층 ,서울특별시 강남구 도산대로11길 31-4 지상1층 (신사동),가로수 브루잉 컴퍼니,201873.5251,446367.1953
서울특별시 강남구 대치동 968-4번지 동원빌딩 ,서울특별시 강남구 영동대로 333 동원빌딩 지하1층 (대치동),아선재,205665.3835,444657.7284
서울특별시 강남구 신사동 589-21번지 지상12층 ,서울특별시 강남구 도산대로35길 16 지상12층 (신사동),589(오팔구),202636.3212,446617.3232
서울특별시 강남구 역삼동 817-34번지 지상3층 ,서울특별시 강남구 강남대로98길 14 (역삼동지상3층),가가린 철우 사주카페,202392.0046,444276.6357
서울특별시 강남구 논현동 143-16번지 3층 ,서울특별시 강남구 강남대로124길 3-6 3층 (논현동),태권브이,201962.8529,445211.5278
서울특별시 강남구 역삼동 700-24번지 ,서울특별시 강남구 언주로94길 9-6 지상1층 (역삼동),별족발(STAR JOKBAL),203746.9031,444724.0108
서울특별시 강남구 도곡동 544-4번지 1층 ,서울특별시 강남구 도곡로 192 (도곡동1층),을지로골뱅이와진짜생맥주가만났을때,203501.7249,443302.6363
서울특별시 강남구 역삼동 790-8번지 ,서울특별시 강남구 논현로 339 (역삼동),월매네,203393.175,443694.515
서울특별시 강남구 논현동 198-10 ,서울특별시 강남구 강남대로114길 20 지하1층 1호 (논현동),드리밍컴퍼니,202218.0028,444859.0426
서울특별시 강남구 역삼동 738-10 청도 빌딩 ,서울특별시 강남구 논현로85길 5-3 청도 빌딩 지하1층 (역삼동),달빛칸타타,203211.538,444086.5537
서울특별시 강남구 역삼동 705-15번지 ,서울특별시 강남구 선릉로93길 9 (역삼동),맥주여행,204143.4732,444778.6057
서울특별시 강남구 대치동 895번지 호성빌딩 ,서울특별시 강남구 삼성로85길 43 호성빌딩 2층 (대치동),에이치엘펍,204696.7086,444664.0979
서울특별시 강남구 신사동 655-3 ,서울특별시 강남구 선릉로155길 15 지하1층 (신사동),오벨하우스,203321.1865,447017.8387
서울특별시 강남구 역삼동 671-27번지 지상3층 ,서울특별시 강남구 테헤란로33길 19 지상3층 (역삼동),올드락,203372.6812,444548.9905
서울특별시 강남구 개포동 186-12번지 삼성빌딩지상1층104호 ,서울특별시 강남구 개포로82길 7 (개포동삼성빌딩지상1층104호),노박사골뱅이,205884.3741,442955.2669
서울특별시 강남구 일원동 666-10 ,서울특별시 강남구 일원로9길 46 지하1층 (일원동),시카고라운지 일원점,207469.1538,443125.7536
서울특별시 강남구 신사동 660-8번지 (지하1층) ,서울특별시 강남구 압구정로 334 (신사동(지하1층)),잘아는밥집,203293.5726,447323.7373
서울특별시 강남구 삼성동 151-29 지상1층 ,서울특별시 강남구 삼성로104길 10 (삼성동지상1층),비어팩토리,204837.92,445393.0051
서울특별시 강남구 일원동 716번지 목련타운아파트 ,서울특별시 강남구 광평로19길 15 지상1층 112호 (일원동 목련타운아파트),브라운백,207472.4723,442520.8213
서울특별시 강남구 역삼동 789-1번지 1층 ,서울특별시 강남구 역삼로14길 3 1층 (역삼동),펍스토리(pub story),203063.6672,443570.8944
서울특별시 강남구 논현동 98-12 가동 지하1층 ,서울특별시 강남구 언주로148길 14 가동 지하1층 (논현동),노네임,203121.2036,446464.38
서울특별시 강남구 논현동 237-5 1층5호,서울특별시 강남구 언주로 605 (논현동1층5호),피에라,203219.1661,445239.4052
서울특별시 강남구 삼성동 53 성일빌딩 ,서울특별시 강남구 학동로 506 성일빌딩 지하1층 B102호 (삼성동),스케치북,204473.7366,446286.5649
서울특별시 강남구 일원동 643-1번지 지상1층 ,서울특별시 강남구 양재대로55길 31 (일원동지상1층),호프마을,207621.7844,443415.3027
서울특별시 강남구 논현동 226-2번지 동궁빌딩지하1층 ,서울특별시 강남구 봉은사로37길 35 지하1층 (논현동 동궁빌딩),투데이,203060.481,445348.1735
서울특별시 강남구 논현동 163-1,서울특별시 강남구 학동로2길 43 지상2층 (논현동),미치코서울,202008.5682,445173.5487
서울특별시 강남구 대치동 896-45번지 지상2층 ,서울특별시 강남구 선릉로86길 46 (대치동지상2층),맥주야,204659.5078,444648.3688
서울특별시 강남구 대치동 897-3번지 2층1호 ,서울특별시 강남구 선릉로 420 (대치동2층1호),마들렌케익,204375.0093,444478.6468
서울특별시 강남구 삼성동 153-19번지 ,서울특별시 강남구 테헤란로83길 42 지상1층 (삼성동),더코스트엠(The cost M),204957.5312,445324.3724
서울특별시 강남구 신사동 658번지 ,서울특별시 강남구 압구정로50길 28 지하1층 6호 (신사동),온더그라운드,203221.941,447193.6445
서울특별시 강남구 신사동 563-4 더건한빌딩 ,서울특별시 강남구 논현로151길 19 더건한빌딩 1층 (신사동),잇샐러드 압구정점,202286.8372,446404.7651
서울특별시 강남구 신사동 646-22,서울특별시 강남구 언주로164길 41 지상1층 (신사동),더티덕(Dirtydog),203193.4289,447019.2815
서울특별시 강남구 삼성동 140-26 지하1층 ,서울특별시 강남구 선릉로94길 3 (삼성동 지하1층),맥주창고,204243.6397,444855.047
서울특별시 강남구 도곡동 518-10번지 지상1층 ,서울특별시 강남구 논현로 142 (도곡동지상1층),한스포,203736.9347,442248.9612
서울특별시 강남구 신사동 623-2번지 ,서울특별시 강남구 언주로 841 (신사동),산봉면옥,202838.0694,447036.1317
서울특별시 강남구 개포동 14-1번지 207-3호 ,서울특별시 강남구 개포로109길 34 (개포동207-3호),클린턴광장,206794.1448,443559.6179
서울특별시 강남구 역삼동 817-34번지 지상3층 ,서울특별시 강남구 강남대로98길 14 (역삼동지상3층),가가린 철우 사주카페,202392.0046,444276.6357
서울특별시 강남구 역삼동 817-34번지 지상3층 ,서울특별시 강남구 강남대로98길 14 (역삼동지상3층),가가린 철우 사주카페,202392.0046,444276.6357
서울특별시 강남구 논현동 240-4번지 지하1층 ,서울특별시 강남구 학동로 330 (논현동지하1층),리더스,203380.4322,445992.3705
서울특별시 강남구 논현동 234-1 ,서울특별시 강남구 논현로114길 8 지하1층 (논현동),갤럭시 펍,202943.1916,445144.7565
서울특별시 강남구 대치동 956-0번지 ,서울특별시 강남구 삼성로86길 18 (대치동),바젤,205148.6868,444849.6793
